text,word,sentence,indexloc,compname
,」,32,78,
,の,32,79,
,運営,32,80,
,ＰＲ,32,81,
,業務,32,82,
,代行,32,83,
,・,32,84,
,アドバイザー,32,85,
,業務,32,86,
,人材,32,87,
,紹介,32,88,
,サービス,32,89,
,ニュース,32,90,
,＆,32,91,
,トピックス,32,92,
,20190523,32,93,
,総合,32,94,
,会社,32,95,
,共同ピーアール,32,96,
,株式会社,32,97,
,（,32,98,
,本社,32,99,
,：,32,100,
,東京,32,101,
,都,32,102,
,中央,32,103,
,区,32,104,
,、,32,105,
,代表,32,106,
,取締役,32,107,
,社長,32,108,
,：,32,109,
,谷,32,110,
,鉄也,32,111,
,）,32,112,
,は,32,113,
,、,32,114,
,企業,32,115,
,・,32,116,
,団体,32,117,
,と,32,118,
,報道,32,119,
,関係,32,120,
,者,32,121,
,を,32,122,
,つなぐ,32,123,
,情報,32,124,
,マッチング,32,125,
,プラットフォーム,32,126,
,「,32,127,
,ネタ,32,128,1
,もと,32,129,1
,」,32,130,
,を,32,131,
,運営,32,132,
,する,32,133,
,株式会社,32,134,
,ネタ,32,135,1
,もと,32,136,1
,（,32,137,
,本社,32,138,
,：,32,139,
,東京,32,140,
,都,32,141,
,港,32,142,
,区,32,143,
,、,32,144,
,代表,32,145,
,取締役,32,146,
,：,32,147,
,本村,32,148,
,衆,32,149,
,）,32,150,
,と,32,151,
,資本,32,152,
,業務,32,153,
,提携,32,154,
,契約,32,155,
,を,32,156,
,本日,32,157,
,締結,32,158,
,いたし,32,159,
,まし,32,160,
,た,32,161,
,。,32,162,
,当社,32,163,
,は,32,164,
,、,32,165,
,日本,32,166,
,における,32,167,
,ＰＲ,32,168,
2019 年 5 月 17 日 ユニゾン・キャピタル と 資本 業務 提携 に関する 共同 記者 発表 会 を 開催,2019,33,0,
,年,33,1,
,5,33,2,
,月,33,3,
,17,33,4,
,日,33,5,
,ユニゾン・キャピタル,33,6,1
,と,33,7,
,資本,33,8,
,業務,33,9,
,提携,33,10,
,に関する,33,11,
,共同,33,12,
,記者,33,13,
,発表,33,14,
,会,33,15,
,を,33,16,
,開催,33,17,
＞ 2019 年 5 月 23 日 両社 は 、 戦略 的 パートナー として 「 シダックス の 最大 の 財産 は 人 で ある 」 という 強固 な 信念 を 共有 し 、 「 （ 再 成長 ） 」 を 実現 さ せる ため に 、 共に 経営 改革 に 取り組ん で いく こと を 表明 し まし た 。 当日 の 記者 発表 会 の 様子 （ 動画 ） は 当日 の 配布 説明 資料 は © 2019 年 5 月 17 日 ユニゾン・キャピタル と 資本 業務 提携 に関する 共同 記者 発表 会 を 開催 2019 年 5 月 17 日 （ 金 ） シダックス・カルチャービレッジ 2 階 会議 室 （ 東京 都 ・ 渋谷 ） にて 、 シダックス ㈱ と ユニゾン・キャピタル ㈱ は 資本 業務 提携 に関する 共同 記者 発表 会 を 開催 し まし た 。 左 から 、 当社 代表 取締役 会長 兼 社長 志太 勤 一 と ユニゾン・キャピタル ㈱ 代表 取締役 パートナー 川 﨑達 生 氏 シダックス 大新東 ヒューマン サービス 株式会社 改正 労働 者 派遣 法,＞,34,0,
,2019,34,1,
,年,34,2,
,5,34,3,
,月,34,4,
,23,34,5,
,日,34,6,
,両社,34,7,
,は,34,8,
,、,34,9,
,戦略,34,10,
,的,34,11,
,パートナー,34,12,
,として,34,13,
,「,34,14,
,シダックス,34,15,1
,の,34,16,
,最大,34,17,
,の,34,18,
,財産,34,19,
,は,34,20,
,人,34,21,
,で,34,22,
,ある,34,23,
,」,34,24,
,という,34,25,
,強固,34,26,
,な,34,27,
,信念,34,28,
,を,34,29,
,共有,34,30,
,し,34,31,
,、,34,32,
,「,34,33,
,（,34,34,
,再,34,35,
,成長,34,36,
,）,34,37,
,」,34,38,
,を,34,39,
,実現,34,40,
,さ,34,41,
,せる,34,42,
,ため,34,43,
,に,34,44,
,、,34,45,
,共に,34,46,
,経営,34,47,
,改革,34,48,
,に,34,49,
,取り組ん,34,50,
,で,34,51,
,いく,34,52,
,こと,34,53,
,を,34,54,
,表明,34,55,
,し,34,56,
,まし,34,57,
,た,34,58,
,。,34,59,
,当日,34,60,
,の,34,61,
,記者,34,62,
,発表,34,63,
,会,34,64,
,の,34,65,
,様子,34,66,
,（,34,67,
,動画,34,68,
,）,34,69,
,は,34,70,
,当日,34,71,
,の,34,72,
,配布,34,73,
,説明,34,74,
,資料,34,75,
,は,34,76,
,©,34,77,
,2019,34,78,
,年,34,79,
,5,34,80,
,月,34,81,
,17,34,82,
,日,34,83,
,ユニゾン・キャピタル,34,84,1
,と,34,85,
,資本,34,86,
,業務,34,87,
,提携,34,88,
,に関する,34,89,
,共同,34,90,
,記者,34,91,
,発表,34,92,
,会,34,93,
,を,34,94,
,開催,34,95,
,2019,34,96,
,年,34,97,
,5,34,98,
,月,34,99,
,17,34,100,
,日,34,101,
,（,34,102,
,金,34,103,
,）,34,104,
,シダックス・カルチャービレッジ,34,105,
,2,34,106,
,階,34,107,
,会議,34,108,
,室,34,109,
,（,34,110,
,東京,34,111,
,都,34,112,
,・,34,113,
,渋谷,34,114,
,）,34,115,
,にて,34,116,
,、,34,117,
,シダックス,34,118,1
,㈱,34,119,
,と,34,120,
,ユニゾン・キャピタル,34,121,1
,㈱,34,122,
,は,34,123,
,資本,34,124,
,業務,34,125,
,提携,34,126,
,に関する,34,127,
,共同,34,128,
,記者,34,129,
,発表,34,130,
,会,34,131,
,を,34,132,
,開催,34,133,
,し,34,134,
,まし,34,135,
,た,34,136,
,。,34,137,
,左,34,138,
,から,34,139,
,、,34,140,
,当社,34,141,
,代表,34,142,
,取締役,34,143,
,会長,34,144,
,兼,34,145,
,社長,34,146,
,志太,34,147,
,勤,34,148,
,一,34,149,
,と,34,150,
,ユニゾン・キャピタル,34,151,1
,㈱,34,152,
,代表,34,153,
,取締役,34,154,
,パートナー,34,155,
,川,34,156,
,﨑達,34,157,
,生,34,158,
,氏,34,159,
,シダックス,34,160,1
,大新東,34,161,
,ヒューマン,34,162,
,サービス,34,163,
,株式会社,34,164,
,改正,34,165,
,労働,34,166,
,者,34,167,
,派遣,34,168,
,法,34,169,
シダックス ユニゾン・キャピタル 資本 業務 提携 に関する 共同 記者 発表 会 － 記者 発表 会 動画,シダックス,35,0,1
,ユニゾン・キャピタル,35,1,1
,資本,35,2,
,業務,35,3,
,提携,35,4,
,に関する,35,5,
,共同,35,6,
,記者,35,7,
,発表,35,8,
,会,35,9,
,－,35,10,
,記者,35,11,
,発表,35,12,
,会,35,13,
,動画,35,14,
5 月 23 日 5 月 17 日 5 月 17 日 4 月 26 日 4 月 22 日 4 月 17 日 © 食 の 提供 物販 ･ サービス レジャー ・ 休息 ビジネスサポートパブリックサポートヘルシーサポート 給食 の 委託 を ご 検討 さ れ て いる お客様 施設 内 サービス の 委託 を ご 検討 さ れ て いる お客様 事務 ･ 管理 業務 の 委託 を ご 検討 さ れ て いる お客様 福利 厚生 の 充実 を ご 検討 さ れ て いる お客様 イベント を ご 検討 さ れ て いる お客様 公共 サービス の 委託 を ご 検討 さ れ て いる お客様 公共 施設 の 運営 委託 を ご 検討 さ れ て いる お客様 事務 ･ 管理 業務 の 委託 を ご 検討 さ れ て いる お客様 トピックス （ 795 ） （ 504 ） （ 236 ） （ 264 ） （ 397 ） 各位 2019 年 ５月 17 日 会社 名 シダックス 株式会社 代表 者 名 代表 取締役 会長 兼 社長 志太 勤 一 （ コード 番号 4837 ） 問合せ 先 取締,5,36,0,
,月,36,1,
,23,36,2,
,日,36,3,
,5,36,4,
,月,36,5,
,17,36,6,
,日,36,7,
,5,36,8,
,月,36,9,
,17,36,10,
,日,36,11,
,4,36,12,
,月,36,13,
,26,36,14,
,日,36,15,
,4,36,16,
,月,36,17,
,22,36,18,
,日,36,19,
,4,36,20,
,月,36,21,
,17,36,22,
,日,36,23,
,©,36,24,
,食,36,25,
,の,36,26,
,提供,36,27,
,物販,36,28,
,･,36,29,
,サービス,36,30,
,レジャー,36,31,
,・,36,32,
,休息,36,33,
,ビジネスサポートパブリックサポートヘルシーサポート,36,34,
,給食,36,35,
,の,36,36,
,委託,36,37,
,を,36,38,
,ご,36,39,
,検討,36,40,
,さ,36,41,
,れ,36,42,
,て,36,43,
,いる,36,44,
,お客様,36,45,
,施設,36,46,
,内,36,47,
,サービス,36,48,
,の,36,49,
,委託,36,50,
,を,36,51,
,ご,36,52,
,検討,36,53,
,さ,36,54,
,れ,36,55,
,て,36,56,
,いる,36,57,
,お客様,36,58,
,事務,36,59,
,･,36,60,
,管理,36,61,
,業務,36,62,
,の,36,63,
,委託,36,64,
,を,36,65,
,ご,36,66,
,検討,36,67,
,さ,36,68,
,れ,36,69,
,て,36,70,
,いる,36,71,
,お客様,36,72,
,福利,36,73,
,厚生,36,74,
,の,36,75,
,充実,36,76,
,を,36,77,
,ご,36,78,
,検討,36,79,
,さ,36,80,
,れ,36,81,
,て,36,82,
,いる,36,83,
,お客様,36,84,
,イベント,36,85,
,を,36,86,
,ご,36,87,
,検討,36,88,
,さ,36,89,
,れ,36,90,
,て,36,91,
,いる,36,92,
,お客様,36,93,
,公共,36,94,
,サービス,36,95,
,の,36,96,
,委託,36,97,
,を,36,98,
,ご,36,99,
,検討,36,100,
,さ,36,101,
,れ,36,102,
,て,36,103,
,いる,36,104,
,お客様,36,105,
,公共,36,106,
,施設,36,107,
,の,36,108,
,運営,36,109,
,委託,36,110,
,を,36,111,
,ご,36,112,
,検討,36,113,
,さ,36,114,
,れ,36,115,
,て,36,116,
,いる,36,117,
,お客様,36,118,
,事務,36,119,
,･,36,120,
,管理,36,121,
,業務,36,122,
,の,36,123,
,委託,36,124,
,を,36,125,
,ご,36,126,
,検討,36,127,
,さ,36,128,
,れ,36,129,
,て,36,130,
,いる,36,131,
,お客様,36,132,
,トピックス,36,133,
,（,36,134,
,795,36,135,
,）,36,136,
,（,36,137,
,504,36,138,
,）,36,139,
,（,36,140,
,236,36,141,
,）,36,142,
,（,36,143,
,264,36,144,
,）,36,145,
,（,36,146,
,397,36,147,
,）,36,148,
,各位,36,149,
,2019,36,150,
,年,36,151,
,５月,36,152,
,17,36,153,
,日,36,154,
,会社,36,155,
,名,36,156,
,シダックス,36,157,1
,株式会社,36,158,
,代表,36,159,
,者,36,160,
,名,36,161,
,代表,36,162,
,取締役,36,163,
,会長,36,164,
,兼,36,165,
,社長,36,166,
,志太,36,167,
,勤,36,168,
,一,36,169,
,（,36,170,
,コード,36,171,
,番号,36,172,
,4837,36,173,
,）,36,174,
,問合せ,36,175,
,先,36,176,
,取締,36,177,
プレスリリースメドピア 、 リクルートメディカルキャリア と 業務 提携,プレスリリースメドピア,37,0,
,、,37,1,
,リクルートメディカルキャリア,37,2,1
,と,37,3,
,業務,37,4,
,提携,37,5,
20190528 医師 の スポット 求人 紹介 事業 を 共同 展開 メドピア 、 リクルートメディカルキャリア と 業務 提携 メドピア 株式会社 （ 東京 都 中央 区 、 代表 取締役 社長 ： 石見 陽 、 以下 当社 ） は 、 この 度 、 株式会社 リクルートメディカルキャリア （ 本社 ： 東京 都 港 区 、 代表 取締役 ： 舘 康人 、 以下 リクルートメディカルキャリア ） と 医師 向け の スポット （ 単発 アルバイト ） 求人 紹介 事業 を 共同 展開 する こと を 目的 に 業務 提携 契約 を 締結 いたし まし た 。 医師 の スポット 求人 専用 サイト を 新た に 構築 し 、 当社 の 運営 する 医師 専用 コミュニティ サイト 「 」 における 医師 会員 向け に スポット 求人 紹介 サービス を 共同 で 提供 し て いく こと で 、 働き 方 が 多様 化 する 医師 の キャリア を より 日常 から サポート し て まいり ます （ 2019 年 秋 頃 を 予定 ） 。 リクルートメディカルキャリア は 、,20190528,38,0,
,医師,38,1,
,の,38,2,
,スポット,38,3,
,求人,38,4,
,紹介,38,5,
,事業,38,6,
,を,38,7,
,共同,38,8,
,展開,38,9,
,メドピア,38,10,
,、,38,11,
,リクルートメディカルキャリア,38,12,1
,と,38,13,
,業務,38,14,
,提携,38,15,
,メドピア,38,16,
,株式会社,38,17,
,（,38,18,
,東京,38,19,
,都,38,20,
,中央,38,21,
,区,38,22,
,、,38,23,
,代表,38,24,
,取締役,38,25,
,社長,38,26,
,：,38,27,
,石見,38,28,
,陽,38,29,
,、,38,30,
,以下,38,31,
,当社,38,32,
,）,38,33,
,は,38,34,
,、,38,35,
,この,38,36,
,度,38,37,
,、,38,38,
,株式会社,38,39,
,リクルートメディカルキャリア,38,40,1
,（,38,41,
,本社,38,42,
,：,38,43,
,東京,38,44,
,都,38,45,
,港,38,46,
,区,38,47,
,、,38,48,
,代表,38,49,
,取締役,38,50,
,：,38,51,
,舘,38,52,
,康人,38,53,
,、,38,54,
,以下,38,55,
,リクルートメディカルキャリア,38,56,1
,）,38,57,
,と,38,58,
,医師,38,59,
,向け,38,60,
,の,38,61,
,スポット,38,62,
,（,38,63,
,単発,38,64,
,アルバイト,38,65,
,）,38,66,
,求人,38,67,
,紹介,38,68,
,事業,38,69,
,を,38,70,
,共同,38,71,
,展開,38,72,
,する,38,73,
,こと,38,74,
,を,38,75,
,目的,38,76,
,に,38,77,
,業務,38,78,
,提携,38,79,
,契約,38,80,
,を,38,81,
,締結,38,82,
,いたし,38,83,
,まし,38,84,
,た,38,85,
,。,38,86,
,医師,38,87,
,の,38,88,
,スポット,38,89,
,求人,38,90,
,専用,38,91,
,サイト,38,92,
,を,38,93,
,新た,38,94,
,に,38,95,
,構築,38,96,
,し,38,97,
,、,38,98,
,当社,38,99,
,の,38,100,
,運営,38,101,
,する,38,102,
,医師,38,103,
,専用,38,104,
,コミュニティ,38,105,
,サイト,38,106,
,「,38,107,
,」,38,108,
,における,38,109,
,医師,38,110,
,会員,38,111,
,向け,38,112,
,に,38,113,
,スポット,38,114,
,求人,38,115,
,紹介,38,116,
,サービス,38,117,
,を,38,118,
,共同,38,119,
,で,38,120,
,提供,38,121,
,し,38,122,
,て,38,123,
,いく,38,124,
,こと,38,125,
,で,38,126,
,、,38,127,
,働き,38,128,
,方,38,129,
,が,38,130,
,多様,38,131,
,化,38,132,
,する,38,133,
,医師,38,134,
,の,38,135,
,キャリア,38,136,
,を,38,137,
,より,38,138,
,日常,38,139,
,から,38,140,
,サポート,38,141,
,し,38,142,
,て,38,143,
,まいり,38,144,
,ます,38,145,
,（,38,146,
,2019,38,147,
,年,38,148,
,秋,38,149,
,頃,38,150,
,を,38,151,
,予定,38,152,
,）,38,153,
,。,38,154,
,リクルートメディカルキャリア,38,155,1
,は,38,156,
,、,38,157,
株式会社 アイセルネットワークス （ グループ ） と の 業務 提携 に関する お知らせ 令 和 元年 5 月 27 日 ダウンロード,株式会社,39,0,
,アイセルネットワークス,39,1,1
,（,39,2,
,グループ,39,3,
,）,39,4,
,と,39,5,
,の,39,6,
,業務,39,7,
,提携,39,8,
,に関する,39,9,
,お知らせ,39,10,
,令,39,11,
,和,39,12,
,元年,39,13,
,5,39,14,
,月,39,15,
,27,39,16,
,日,39,17,
,ダウンロード,39,18,
各位 2019 年 ５月 27 日 会社 名 五洋インテックス 株式会社 代表 者 名 代表 取締役 社長 宮原 雄一 （ ＪＡＳＤＡＱ ・ コード ７ ５ １ ９ ） 問合せ 先 役職 ・ 氏名 専務 取締役 梅野 拓 実話 0568 － 76 － 1050 電 株式会社 アイセルネットワークス （ グループ ） と の 業務 提携 に関する お知らせ 当社 は 、 2019 年 ５月 27 日 開催 の 取締役 会 において 、 医療 法人 グループ の グループ 事業 会社 で ある 株式会社 アイセルネットワークス （ 本社 ： 東京 都 千代田 区 、 代表 取締役 ： 竹内 哲雄 ） と 業務 提携 を 締結 する こと を 決議 いたし まし た ので 、 下記 の とおり お知らせ いたし ます 。 １ ． 業務 提携 の 理由 及び 目的 記 当社 は 、 これ まで 子会社 で あり ます 株式会社 キュアリサーチ を通して 、 メディカルツーリズムサービス を 実施 し て まいり まし た が 、 売上 の 計上 に 至り ませ ん でし た 。 これ は 、,各位,40,0,
,2019,40,1,
,年,40,2,
,５月,40,3,
,27,40,4,
,日,40,5,
,会社,40,6,
,名,40,7,
,五洋インテックス,40,8,
,株式会社,40,9,
,代表,40,10,
,者,40,11,
,名,40,12,
,代表,40,13,
,取締役,40,14,
,社長,40,15,
,宮原,40,16,
,雄一,40,17,
,（,40,18,
,ＪＡＳＤＡＱ,40,19,
,・,40,20,
,コード,40,21,
,7,40,22,
,5,40,23,
,1,40,24,
,9,40,25,
,）,40,26,
,問合せ,40,27,
,先,40,28,
,役職,40,29,
,・,40,30,
,氏名,40,31,
,専務,40,32,
,取締役,40,33,
,梅野,40,34,
,拓,40,35,
,実話,40,36,
,568,40,37,
,－,40,38,
,76,40,39,
,－,40,40,
,1050,40,41,
,電,40,42,
,株式会社,40,43,
,アイセルネットワークス,40,44,1
,（,40,45,
,グループ,40,46,
,）,40,47,
,と,40,48,
,の,40,49,
,業務,40,50,
,提携,40,51,
,に関する,40,52,
,お知らせ,40,53,
,当社,40,54,
,は,40,55,
,、,40,56,
,2019,40,57,
,年,40,58,
,５月,40,59,
,27,40,60,
,日,40,61,
,開催,40,62,
,の,40,63,
,取締役,40,64,
,会,40,65,
,において,40,66,
,、,40,67,
,医療,40,68,
,法人,40,69,
,グループ,40,70,
,の,40,71,
,グループ,40,72,
,事業,40,73,
,会社,40,74,
,で,40,75,
,ある,40,76,
,株式会社,40,77,
,アイセルネットワークス,40,78,1
,（,40,79,
,本社,40,80,
,：,40,81,
,東京,40,82,
,都,40,83,
,千代田,40,84,
,区,40,85,
,、,40,86,
,代表,40,87,
,取締役,40,88,
,：,40,89,
,竹内,40,90,
,哲雄,40,91,
,）,40,92,
,と,40,93,
,業務,40,94,
,提携,40,95,
,を,40,96,
,締結,40,97,
,する,40,98,
,こと,40,99,
,を,40,100,
,決議,40,101,
,いたし,40,102,
,まし,40,103,
,た,40,104,
,ので,40,105,
,、,40,106,
,下記,40,107,
,の,40,108,
,とおり,40,109,
,お知らせ,40,110,
,いたし,40,111,
,ます,40,112,
,。,40,113,
,1,40,114,
,．,40,115,
,業務,40,116,
,提携,40,117,
,の,40,118,
,理由,40,119,
,及び,40,120,
,目的,40,121,
,記,40,122,
,当社,40,123,
,は,40,124,
,、,40,125,
,これ,40,126,
,まで,40,127,
,子会社,40,128,
,で,40,129,
,あり,40,130,
,ます,40,131,
,株式会社,40,132,
,キュアリサーチ,40,133,
,を通して,40,134,
,、,40,135,
,メディカルツーリズムサービス,40,136,
,を,40,137,
,実施,40,138,
,し,40,139,
,て,40,140,
,まいり,40,141,
,まし,40,142,
,た,40,143,
,が,40,144,
,、,40,145,
,売上,40,146,
,の,40,147,
,計上,40,148,
,に,40,149,
,至り,40,150,
,ませ,40,151,
,ん,40,152,
,でし,40,153,
,た,40,154,
,。,40,155,
,これ,40,156,
,は,40,157,
,、,40,158,
プレスリリースメドピアグループ 、 アスクル と 業務 提携 し 、 アスクル の 法人 顧客 向け に 産業 保健 支援 サービス 「 」 を 提供,プレスリリースメドピアグループ,41,0,
,、,41,1,
,アスクル,41,2,1
,と,41,3,
,業務,41,4,
,提携,41,5,
,し,41,6,
,、,41,7,
,アスクル,41,8,1
,の,41,9,
,法人,41,10,
,顧客,41,11,
,向け,41,12,
,に,41,13,
,産業,41,14,
,保健,41,15,
,支援,41,16,
,サービス,41,17,
,「,41,18,
,」,41,19,
,を,41,20,
,提供,41,21,
20190529 メドピアグループ 、 アスクル と 業務 提携 し 、 アスクル の 法人 顧客 向け に 産業 保健 支援 サービス 「 」 を 提供 メドピア 株式会社 （ 東京 都 中央 区 、 代表 取締役 社長 ： 石見 陽 ） の 連結 子会社 で ある 株式会社 （ 東京 都 中央 区 、 代表 取締役 ： 林 光洋 、 以下 当社 ） は 、 この 度 、 企業 の 健康 経営 を 共同 で サポート する こと を 目的 に 、 アスクル 株式会社 （ 本社 ： 東京 都 江東 区 、 代表 取締役 社長 兼 ： 岩田 彰一郎 、 以下 アスクル ） と の 間 で 業務 提携 契約 を 締結 いたし まし た 。 本 提携 により 、 アスクル が 法人 向け に 提供 する 「 」 および 「 ソロエルアリーナ 」 の 利用 企業 を 対象 に 、 が 法人 向け に 提供 する 産業 保健 支援 サービス 「 」 を 提供 し て まいり ます 。 ※ サイト 「 」 ページ （ 2019 年 5 月 30 日 12 時 より ） アスクル は 、 事業 所,20190529,42,0,
,メドピアグループ,42,1,
,、,42,2,
,アスクル,42,3,1
,と,42,4,
,業務,42,5,
,提携,42,6,
,し,42,7,
,、,42,8,
,アスクル,42,9,1
,の,42,10,
,法人,42,11,
,顧客,42,12,
,向け,42,13,
,に,42,14,
,産業,42,15,
,保健,42,16,
,支援,42,17,
,サービス,42,18,
,「,42,19,
,」,42,20,
,を,42,21,
,提供,42,22,
,メドピア,42,23,
,株式会社,42,24,
,（,42,25,
,東京,42,26,
,都,42,27,
,中央,42,28,
,区,42,29,
,、,42,30,
,代表,42,31,
,取締役,42,32,
,社長,42,33,
,：,42,34,
,石見,42,35,
,陽,42,36,
,）,42,37,
,の,42,38,
,連結,42,39,
,子会社,42,40,
,で,42,41,
,ある,42,42,
,株式会社,42,43,
,（,42,44,
,東京,42,45,
,都,42,46,
,中央,42,47,
,区,42,48,
,、,42,49,
,代表,42,50,
,取締役,42,51,
,：,42,52,
,林,42,53,
,光洋,42,54,
,、,42,55,
,以下,42,56,
,当社,42,57,
,）,42,58,
,は,42,59,
,、,42,60,
,この,42,61,
,度,42,62,
,、,42,63,
,企業,42,64,
,の,42,65,
,健康,42,66,
,経営,42,67,
,を,42,68,
,共同,42,69,
,で,42,70,
,サポート,42,71,
,する,42,72,
,こと,42,73,
,を,42,74,
,目的,42,75,
,に,42,76,
,、,42,77,
,アスクル,42,78,1
,株式会社,42,79,
,（,42,80,
,本社,42,81,
,：,42,82,
,東京,42,83,
,都,42,84,
,江東,42,85,
,区,42,86,
,、,42,87,
,代表,42,88,
,取締役,42,89,
,社長,42,90,
,兼,42,91,
,：,42,92,
,岩田,42,93,
,彰一郎,42,94,
,、,42,95,
,以下,42,96,
,アスクル,42,97,1
,）,42,98,
,と,42,99,
,の,42,100,
,間,42,101,
,で,42,102,
,業務,42,103,
,提携,42,104,
,契約,42,105,
,を,42,106,
,締結,42,107,
,いたし,42,108,
,まし,42,109,
,た,42,110,
,。,42,111,
,本,42,112,
,提携,42,113,
,により,42,114,
,、,42,115,
,アスクル,42,116,1
,が,42,117,
,法人,42,118,
,向け,42,119,
,に,42,120,
,提供,42,121,
,する,42,122,
,「,42,123,
,」,42,124,
,および,42,125,
,「,42,126,
,ソロエルアリーナ,42,127,
,」,42,128,
,の,42,129,
,利用,42,130,
,企業,42,131,
,を,42,132,
,対象,42,133,
,に,42,134,
,、,42,135,
,が,42,136,
,法人,42,137,
,向け,42,138,
,に,42,139,
,提供,42,140,
,する,42,141,
,産業,42,142,
,保健,42,143,
,支援,42,144,
,サービス,42,145,
,「,42,146,
,」,42,147,
,を,42,148,
,提供,42,149,
,し,42,150,
,て,42,151,
,まいり,42,152,
,ます,42,153,
,。,42,154,
,※,42,155,
,サイト,42,156,
,「,42,157,
,」,42,158,
,ページ,42,159,
,（,42,160,
,2019,42,161,
,年,42,162,
,5,42,163,
,月,42,164,
,30,42,165,
,日,42,166,
,12,42,167,
,時,42,168,
,より,42,169,
,）,42,170,
,アスクル,42,171,1
,は,42,172,
,、,42,173,
,事業,42,174,
,所,42,175,
合弁 会社 （ 子会社 ） 設立 に関する お知らせ,合弁,43,0,
,会社,43,1,
,（,43,2,
,子会社,43,3,
,）,43,4,
,設立,43,5,
,に関する,43,6,
,お知らせ,43,7,
2019 年 ５月 29 日 各位 上場 会社 名 株式会社 パピレス 代表 者 代表 取締役 社長 松井 康子 （ コード 番号 3641 ＪＡＳＤＡＱ ） 問合せ 先 責任 者 取締役 総務 ・ 経理 部長 須永 喜和 （ ＴＥＬ 03 － 6272 － 9533 ） 合弁 会社 （ 子会社 ） 設立 に関する お知らせ 当社 は 、 本日 開催 の 取締役 会 におきまして 、 株式会社 アムタス と 合弁 契約 を 締結 し 、 合弁 会社 （ 子会社 ） を 設立 する こと を 決議 いたし まし た ので 、 下記 の とおり お知らせ いたし ます 。 １ ． 合弁 会社 （ 子会社 ） 設立 の 目的 記 当社 は 、 独自 で 、 海外 に 向け て 電子 書籍 コンテンツ の 販売 を 行っ て き まし た 。 電子 書籍 コンテンツ の 販売 方法 として は 、 当社 が 海外 向け 電子 書籍 コンテンツ 販売 サイト を 立ち 上げ 、 海外 ユーザー に 直接 販売 する 方法 と 、 日本 の 電子 書籍 コンテンツ を 、 海外 の 電子 書籍 コ,2019,44,0,
,年,44,1,
,５月,44,2,
,29,44,3,
,日,44,4,
,各位,44,5,
,上場,44,6,
,会社,44,7,
,名,44,8,
,株式会社,44,9,
,パピレス,44,10,
,代表,44,11,
,者,44,12,
,代表,44,13,
,取締役,44,14,
,社長,44,15,
,松井,44,16,
,康子,44,17,
,（,44,18,
,コード,44,19,
,番号,44,20,
,3641,44,21,
,ＪＡＳＤＡＱ,44,22,
,）,44,23,
,問合せ,44,24,
,先,44,25,
,責任,44,26,
,者,44,27,
,取締役,44,28,
,総務,44,29,
,・,44,30,
,経理,44,31,
,部長,44,32,
,須永,44,33,
,喜和,44,34,
,（,44,35,
,ＴＥＬ,44,36,
,3,44,37,
,－,44,38,
,6272,44,39,
,－,44,40,
,9533,44,41,
,）,44,42,
,合弁,44,43,
,会社,44,44,
,（,44,45,
,子会社,44,46,
,）,44,47,
,設立,44,48,
,に関する,44,49,
,お知らせ,44,50,
,当社,44,51,
,は,44,52,
,、,44,53,
,本日,44,54,
,開催,44,55,
,の,44,56,
,取締役,44,57,
,会,44,58,
,におきまして,44,59,
,、,44,60,
,株式会社,44,61,
,アムタス,44,62,1
,と,44,63,
,合弁,44,64,
,契約,44,65,
,を,44,66,
,締結,44,67,
,し,44,68,
,、,44,69,
,合弁,44,70,
,会社,44,71,
,（,44,72,
,子会社,44,73,
,）,44,74,
,を,44,75,
,設立,44,76,
,する,44,77,
,こと,44,78,
,を,44,79,
,決議,44,80,
,いたし,44,81,
,まし,44,82,
,た,44,83,
,ので,44,84,
,、,44,85,
,下記,44,86,
,の,44,87,
,とおり,44,88,
,お知らせ,44,89,
,いたし,44,90,
,ます,44,91,
,。,44,92,
,1,44,93,
,．,44,94,
,合弁,44,95,
,会社,44,96,
,（,44,97,
,子会社,44,98,
,）,44,99,
,設立,44,100,
,の,44,101,
,目的,44,102,
,記,44,103,
,当社,44,104,
,は,44,105,
,、,44,106,
,独自,44,107,
,で,44,108,
,、,44,109,
,海外,44,110,
,に,44,111,
,向け,44,112,
,て,44,113,
,電子,44,114,
,書籍,44,115,
,コンテンツ,44,116,
,の,44,117,
,販売,44,118,
,を,44,119,
,行っ,44,120,
,て,44,121,
,き,44,122,
,まし,44,123,
,た,44,124,
,。,44,125,
,電子,44,126,
,書籍,44,127,
,コンテンツ,44,128,
,の,44,129,
,販売,44,130,
,方法,44,131,
,として,44,132,
,は,44,133,
,、,44,134,
,当社,44,135,
,が,44,136,
,海外,44,137,
,向け,44,138,
,電子,44,139,
,書籍,44,140,
,コンテンツ,44,141,
,販売,44,142,
,サイト,44,143,
,を,44,144,
,立ち,44,145,
,上げ,44,146,
,、,44,147,
,海外,44,148,
,ユーザー,44,149,
,に,44,150,
,直接,44,151,
,販売,44,152,
,する,44,153,
,方法,44,154,
,と,44,155,
,、,44,156,
,日本,44,157,
,の,44,158,
,電子,44,159,
,書籍,44,160,
,コンテンツ,44,161,
,を,44,162,
,、,44,163,
,海外,44,164,
,の,44,165,
,電子,44,166,
,書籍,44,167,
,コ,44,168,
当社 子会社 （ 株式会社 夢 テクノロジー ） と 株式会社 の 業務 提携 契約 締結 に関する お知らせ,当社,45,0,
,子会社,45,1,
,（,45,2,
